price,size,bathrooms,bedrooms,floors,view,yearBuilt,distAirport,distCityCenter,cluster
373985.94,296.0,1.0,1.0,1.0,5.0,1997.0,26.78,30.07,1.0
465646.5,256.0,1.0,1.0,2.0,8.0,1986.0,27.15,18.16,1.0
392258.9,341.0,1.0,1.0,1.0,4.0,1962.0,32.75,33.42,1.0
315546.35,208.0,1.0,1.0,1.0,10.0,1975.0,32.3,16.86,1.0
437706.97,433.0,1.0,1.0,1.0,3.0,1998.0,29.06,21.92,1.0
423328.45,231.0,1.0,1.0,1.0,3.0,1961.0,33.42,24.44,1.0
363660.46,294.0,1.0,1.0,1.0,10.0,1983.0,33.52,17.24,1.0
487202.3,257.0,1.0,1.0,3.0,6.0,1991.0,33.35,22.57,1.0
424519.93,352.0,1.0,1.0,1.0,3.0,1973.0,34.86,26.69,1.0
360225.13,411.0,1.0,1.0,1.0,5.0,1974.0,45.6,22.44,1.0
429237.56,246.0,1.0,1.0,1.0,1.0,1968.0,21.04,27.68,1.0
372352.41,415.0,1.0,1.0,1.0,7.0,1979.0,33.66,33.52,1.0
413630.95,320.0,1.0,1.0,2.0,10.0,1973.0,35.69,23.07,1.0
491560.28,393.0,1.0,1.0,1.0,8.0,1999.0,43.59,21.69,1.0
472993.52,319.0,1.0,1.0,1.0,7.0,1973.0,32.59,25.62,1.0
464043.51,339.0,1.0,1.0,1.0,1.0,1991.0,34.56,21.81,1.0
422084.38,201.0,1.0,1.0,1.0,6.0,1981.0,29.48,24.06,1.0
317632.07,298.0,1.0,1.0,3.0,3.0,1993.0,24.78,30.43,1.0
426174.21,494.0,1.0,1.0,1.0,2.0,1986.0,39.48,29.44,1.0
368753.27,368.0,1.0,1.0,1.0,6.0,1986.0,32.68,31.8,1.0
404178.85,311.0,1.0,1.0,1.0,7.0,1999.0,27.25,26.01,1.0
436157.49,398.0,1.0,1.0,1.0,4.0,1970.0,15.38,42.27,1.0
361909.39,423.0,1.0,1.0,1.0,9.0,1986.0,21.36,16.41,1.0
401774.63,291.0,1.0,1.0,4.0,6.0,1961.0,36.27,23.18,1.0
473312.18,437.0,1.0,1.0,1.0,4.0,1980.0,27.56,24.7,1.0
464855.23,440.0,1.0,1.0,2.0,1.0,1997.0,24.72,23.51,1.0
421702.17,399.0,1.0,1.0,2.0,6.0,1997.0,33.0,12.55,1.0
482110.69,398.0,1.0,1.0,1.0,1.0,1975.0,26.69,26.44,1.0
471585.86,384.0,1.0,1.0,1.0,7.0,1988.0,33.39,30.02,1.0
525934.31,201.0,1.0,1.0,1.0,3.0,1982.0,27.17,25.21,1.0
503618.23,356.0,1.0,1.0,1.0,1.0,1962.0,29.64,29.38,1.0
317970.01,451.0,1.0,1.0,1.0,10.0,1998.0,37.46,24.03,1.0
405786.67,459.0,1.0,1.0,2.0,2.0,1996.0,32.52,32.82,1.0
412753.11,390.0,1.0,1.0,3.0,1.0,1981.0,31.24,26.72,1.0
383793.27,377.0,1.0,1.0,1.0,9.0,1966.0,26.91,22.86,1.0
450774.87,415.0,1.0,1.0,1.0,5.0,1972.0,26.93,22.9,1.0
316064.75,336.0,1.0,1.0,1.0,8.0,1977.0,25.12,22.72,1.0
353302.92,361.0,1.0,1.0,3.0,2.0,1962.0,33.98,27.32,1.0
359617.22,261.0,1.0,1.0,1.0,7.0,1978.0,31.95,29.1,1.0
328565.29,221.0,1.0,1.0,1.0,7.0,1985.0,34.9,29.85,1.0
427242.67,280.0,1.0,1.0,1.0,10.0,1968.0,27.23,25.43,1.0
414905.25,524.0,1.0,1.0,4.0,2.0,1977.0,26.08,22.81,1.0
370218.73,419.0,1.0,1.0,2.0,8.0,1977.0,29.89,30.94,1.0
406593.99,243.0,1.0,1.0,1.0,6.0,1987.0,27.31,22.64,1.0
447436.48,357.0,1.0,1.0,1.0,10.0,1969.0,32.02,32.28,1.0
503719.43,331.0,1.0,1.0,1.0,1.0,1993.0,21.71,21.0,1.0
419505.66,455.0,1.0,1.0,1.0,1.0,1989.0,24.47,24.18,1.0
407394.43,395.0,1.0,1.0,1.0,7.0,1993.0,33.54,23.73,1.0
452440.4,346.0,1.0,1.0,1.0,7.0,1986.0,31.97,29.44,1.0
484405.54,404.0,1.0,1.0,1.0,8.0,1995.0,30.29,21.39,1.0
412053.3,429.0,1.0,1.0,1.0,6.0,1964.0,41.56,34.93,1.0
378793.74,271.0,1.0,1.0,1.0,1.0,1965.0,27.43,27.76,1.0
439185.97,420.0,1.0,1.0,1.0,1.0,1991.0,37.49,19.76,1.0
386027.0,274.0,1.0,1.0,1.0,3.0,1977.0,30.71,20.64,1.0
367847.44,238.0,1.0,1.0,1.0,10.0,1983.0,26.1,22.01,1.0
429134.32,424.0,1.0,1.0,1.0,8.0,1965.0,32.77,27.55,1.0
427830.43,473.0,1.0,1.0,1.0,2.0,1961.0,28.05,28.87,1.0
530528.23,390.0,1.0,1.0,1.0,1.0,1991.0,27.74,23.29,1.0
473395.26,375.0,1.0,1.0,2.0,1.0,1989.0,32.13,22.78,1.0
394367.39,355.0,1.0,1.0,1.0,2.0,1982.0,32.6,26.15,1.0
330096.16,292.0,1.0,1.0,2.0,4.0,1962.0,33.05,20.16,1.0
398405.85,381.0,1.0,1.0,3.0,8.0,1988.0,37.23,27.43,1.0
355354.85,392.0,1.0,1.0,3.0,10.0,1986.0,38.73,25.66,1.0
434144.54,337.0,1.0,1.0,2.0,1.0,1996.0,28.47,27.62,1.0
464770.49,410.0,1.0,1.0,4.0,6.0,1966.0,32.43,27.55,1.0
357326.93,384.0,1.0,1.0,1.0,9.0,1967.0,31.74,21.89,1.0
455213.24,409.0,1.0,1.0,1.0,7.0,1965.0,27.38,21.65,1.0
457400.05,496.0,1.0,1.0,2.0,4.0,1994.0,35.83,26.58,1.0
466095.01,382.0,1.0,1.0,1.0,1.0,1985.0,31.06,29.35,1.0
393480.18,335.0,1.0,1.0,1.0,5.0,1969.0,32.53,30.16,1.0
415416.2,346.0,1.0,1.0,2.0,1.0,1979.0,33.68,26.0,1.0
430667.89,278.0,1.0,1.0,1.0,5.0,1994.0,32.95,22.09,1.0
331838.4,254.0,1.0,1.0,1.0,7.0,1973.0,28.12,26.11,1.0
468613.48,243.0,1.0,1.0,3.0,5.0,1991.0,20.01,24.33,1.0
512147.04,327.0,1.0,1.0,1.0,10.0,1967.0,26.98,22.46,1.0
425134.17,374.0,1.0,1.0,1.0,6.0,1973.0,26.64,27.69,1.0
417697.27,244.0,1.0,1.0,1.0,9.0,1976.0,36.05,24.81,1.0
421914.83,384.0,1.0,1.0,2.0,6.0,1980.0,21.25,30.62,1.0
435773.55,312.0,1.0,1.0,1.0,1.0,1984.0,36.15,29.1,1.0
392987.68,424.0,1.0,1.0,1.0,9.0,1985.0,31.89,22.31,1.0
452286.37,217.0,1.0,1.0,1.0,5.0,1965.0,25.56,27.55,1.0
558072.85,324.0,1.0,1.0,1.0,9.0,1988.0,22.21,25.58,1.0
327969.28,332.0,1.0,1.0,1.0,9.0,1981.0,26.28,18.06,1.0
384052.56,352.0,1.0,1.0,2.0,2.0,1960.0,24.93,21.36,1.0
397665.02,455.0,1.0,1.0,1.0,9.0,1992.0,24.45,26.21,1.0
376392.11,340.0,1.0,1.0,1.0,1.0,1969.0,26.05,26.38,1.0
393581.99,410.0,1.0,1.0,2.0,7.0,1990.0,30.43,25.84,1.0
469021.44,316.0,1.0,1.0,4.0,9.0,1999.0,27.58,31.51,1.0
423743.56,339.0,1.0,1.0,1.0,9.0,1974.0,16.33,27.01,1.0
501858.99,307.0,1.0,1.0,1.0,9.0,1992.0,25.25,26.83,1.0
415787.23,331.0,1.0,1.0,3.0,5.0,1970.0,27.72,20.95,1.0
445987.67,333.0,1.0,1.0,1.0,9.0,1975.0,37.21,28.57,1.0
492165.59,337.0,1.0,1.0,4.0,1.0,1971.0,29.74,26.73,1.0
429026.54,349.0,1.0,1.0,1.0,10.0,1985.0,35.57,27.77,1.0
460466.65,336.0,1.0,1.0,1.0,7.0,1983.0,28.72,24.25,1.0
430319.37,325.0,1.0,1.0,1.0,6.0,1997.0,31.31,24.28,1.0
491544.37,206.0,1.0,1.0,1.0,9.0,1993.0,29.5,20.05,1.0
453312.32,322.0,1.0,1.0,1.0,1.0,1975.0,22.99,26.59,1.0
439288.47,462.0,1.0,1.0,1.0,10.0,1998.0,24.47,27.46,1.0
429529.85,335.0,1.0,1.0,2.0,5.0,1988.0,27.98,19.57,1.0
453638.4,338.0,1.0,1.0,1.0,1.0,1967.0,25.57,21.37,1.0
539876.33,418.0,1.0,1.0,1.0,10.0,1964.0,34.31,27.29,1.0
348680.01,318.0,1.0,1.0,1.0,10.0,1974.0,34.31,35.43,1.0
365905.78,364.0,1.0,1.0,1.0,7.0,1971.0,34.58,24.47,1.0
401517.76,380.0,1.0,1.0,2.0,3.0,1995.0,27.56,25.11,1.0
371904.6,277.0,1.0,1.0,1.0,4.0,1969.0,26.9,25.58,1.0
377780.85,420.0,1.0,1.0,1.0,10.0,1984.0,29.31,26.48,1.0
466956.26,456.0,1.0,1.0,1.0,10.0,1969.0,34.24,28.27,1.0
311279.74,356.0,1.0,1.0,1.0,10.0,1999.0,33.84,23.04,1.0
440463.53,399.0,1.0,1.0,2.0,9.0,1994.0,27.75,21.82,1.0
510874.87,268.0,1.0,1.0,1.0,1.0,1999.0,26.52,25.26,1.0
417596.84,414.0,1.0,1.0,1.0,1.0,1962.0,21.86,18.65,1.0
503275.5,307.0,1.0,1.0,1.0,3.0,1984.0,31.66,28.06,1.0
366799.86,360.0,1.0,1.0,1.0,5.0,1962.0,35.56,32.8,1.0
526048.4,211.0,1.0,1.0,1.0,8.0,1963.0,36.93,24.76,1.0
462522.45,231.0,1.0,1.0,1.0,10.0,1969.0,23.1,26.55,1.0
308310.27,201.0,1.0,1.0,1.0,6.0,1961.0,28.03,28.42,1.0
398189.24,311.0,1.0,1.0,1.0,5.0,1967.0,20.34,16.96,1.0
433371.36,383.0,1.0,1.0,1.0,4.0,1990.0,26.84,15.62,1.0
402742.98,240.0,1.0,1.0,1.0,1.0,1970.0,31.36,25.71,1.0
365338.73,341.0,1.0,1.0,1.0,4.0,1974.0,26.91,31.24,1.0
406476.74,253.0,1.0,1.0,1.0,5.0,1973.0,24.75,25.19,1.0
398926.94,332.0,1.0,1.0,2.0,3.0,1982.0,26.67,23.17,1.0
316512.02,484.0,1.0,1.0,1.0,4.0,1978.0,23.77,28.84,1.0
495372.77,318.0,1.0,1.0,2.0,8.0,1999.0,32.24,28.93,1.0
416410.61,308.0,1.0,1.0,1.0,2.0,1998.0,32.96,35.49,1.0
475677.31,372.0,1.0,1.0,3.0,10.0,1963.0,22.57,30.23,1.0
440064.85,317.0,1.0,1.0,1.0,10.0,1990.0,27.05,25.71,1.0
352444.04,335.0,1.0,1.0,1.0,1.0,1992.0,30.71,27.96,1.0
439043.05,392.0,1.0,1.0,1.0,6.0,1978.0,29.78,24.55,1.0
462384.44,343.0,1.0,1.0,1.0,9.0,1970.0,38.0,29.6,1.0
490725.46,473.0,1.0,1.0,1.0,8.0,1976.0,28.15,21.84,1.0
467750.73,420.0,1.0,1.0,2.0,1.0,1995.0,25.85,21.14,1.0
438158.95,377.0,1.0,1.0,2.0,7.0,1994.0,33.33,26.89,1.0
450637.6,286.0,1.0,1.0,1.0,4.0,1984.0,31.22,31.16,1.0
398021.45,525.0,1.0,1.0,1.0,1.0,1980.0,33.26,25.84,1.0
441649.99,298.0,1.0,1.0,1.0,10.0,1964.0,30.8,27.91,1.0
428442.55,374.0,1.0,1.0,1.0,2.0,1988.0,21.63,18.37,1.0
421910.97,393.0,1.0,1.0,1.0,7.0,1974.0,28.55,28.44,1.0
419610.53,320.0,1.0,1.0,1.0,3.0,1999.0,33.03,21.57,1.0
337285.3,528.0,1.0,1.0,1.0,10.0,1996.0,26.18,27.04,1.0
389803.62,316.0,1.0,1.0,2.0,6.0,1970.0,27.1,25.86,1.0
475845.35,326.0,1.0,1.0,1.0,7.0,1999.0,38.9,25.71,1.0
447661.14,201.0,1.0,1.0,1.0,2.0,1974.0,32.12,17.53,1.0
353626.33,366.0,1.0,1.0,1.0,2.0,1979.0,26.48,21.62,1.0
464306.07,292.0,1.0,1.0,1.0,5.0,1998.0,16.61,29.55,1.0
330180.27,396.0,1.0,1.0,1.0,2.0,1993.0,30.11,22.19,1.0
289336.8,304.0,1.0,1.0,1.0,2.0,1990.0,37.83,27.91,1.0
407667.56,201.0,1.0,1.0,1.0,8.0,1961.0,32.18,34.79,1.0
474977.1,361.0,1.0,1.0,2.0,5.0,1987.0,27.03,32.02,1.0
352391.0,299.0,1.0,1.0,1.0,2.0,1985.0,32.96,27.65,1.0
439148.1,335.0,1.0,1.0,1.0,5.0,1987.0,32.4,27.24,1.0
349524.49,471.0,1.0,1.0,1.0,4.0,1996.0,20.54,21.64,1.0
428878.89,463.0,1.0,1.0,3.0,5.0,1995.0,36.44,22.93,1.0
346434.02,326.0,1.0,1.0,1.0,6.0,1999.0,36.45,22.13,1.0
500235.31,478.0,1.0,1.0,2.0,3.0,1964.0,30.77,20.14,1.0
414400.19,474.0,1.0,1.0,1.0,6.0,1975.0,25.49,20.52,1.0
449787.54,201.0,1.0,1.0,1.0,6.0,1976.0,30.86,23.77,1.0
359535.91,344.0,1.0,1.0,1.0,1.0,1996.0,28.45,28.6,1.0
377264.54,356.0,1.0,1.0,2.0,3.0,1996.0,32.82,22.63,1.0
443367.07,241.0,1.0,1.0,1.0,7.0,1968.0,25.18,27.9,1.0
438954.81,360.0,1.0,1.0,1.0,10.0,1992.0,25.79,31.2,1.0
483935.53,338.0,1.0,1.0,1.0,9.0,1992.0,38.6,27.47,1.0
399094.45,216.0,1.0,1.0,1.0,10.0,1979.0,26.89,23.18,1.0
451988.87,417.0,1.0,1.0,2.0,1.0,1991.0,21.08,23.52,1.0
493459.2,276.0,1.0,1.0,1.0,5.0,1986.0,23.94,26.67,1.0
482514.78,301.0,1.0,1.0,1.0,7.0,1962.0,32.88,22.39,1.0
499058.23,432.0,1.0,1.0,1.0,2.0,1978.0,28.72,30.79,1.0
460538.65,318.0,1.0,1.0,2.0,8.0,1964.0,26.85,34.38,1.0
416528.85,408.0,1.0,1.0,3.0,1.0,1987.0,31.7,27.3,1.0
448176.88,348.0,1.0,1.0,1.0,10.0,1992.0,25.0,27.57,1.0
314232.74,253.0,1.0,1.0,1.0,1.0,1986.0,21.42,34.07,1.0
375304.02,468.0,1.0,1.0,1.0,10.0,1980.0,25.55,29.44,1.0
359602.52,398.0,1.0,1.0,1.0,10.0,1972.0,25.6,22.98,1.0
409704.85,201.0,1.0,1.0,1.0,7.0,1979.0,28.85,26.86,1.0
337724.15,355.0,1.0,1.0,4.0,1.0,1971.0,37.36,25.86,1.0
447683.12,338.0,1.0,1.0,1.0,8.0,1977.0,29.04,29.74,1.0
459987.29,201.0,1.0,1.0,2.0,5.0,1971.0,31.75,24.39,1.0
342242.31,345.0,1.0,1.0,2.0,5.0,1996.0,26.26,31.9,1.0
433569.99,501.0,1.0,1.0,1.0,5.0,1985.0,34.17,25.71,1.0
365027.82,426.0,1.0,1.0,1.0,9.0,1998.0,31.78,24.94,1.0
348866.92,338.0,1.0,1.0,1.0,10.0,1978.0,24.3,21.87,1.0
400395.34,381.0,1.0,1.0,1.0,3.0,1978.0,33.17,26.9,1.0
425222.97,365.0,1.0,1.0,1.0,10.0,1962.0,27.19,18.99,1.0
309387.25,330.0,1.0,1.0,1.0,4.0,1961.0,22.43,26.23,1.0
438629.22,494.0,1.0,1.0,1.0,7.0,1966.0,23.6,27.4,1.0
380564.49,333.0,1.0,1.0,1.0,10.0,1985.0,31.1,31.79,1.0
288089.66,351.0,1.0,1.0,4.0,1.0,1964.0,34.46,21.46,1.0
328395.57,400.0,1.0,1.0,1.0,2.0,1968.0,35.36,21.3,1.0
419889.2,272.0,1.0,1.0,1.0,1.0,1978.0,28.09,29.75,1.0
541900.26,355.0,1.0,1.0,1.0,9.0,1992.0,32.65,28.12,1.0
375689.59,364.0,1.0,1.0,1.0,6.0,1975.0,35.44,19.46,1.0
387197.62,241.0,1.0,1.0,1.0,7.0,1988.0,36.26,29.31,1.0
420704.92,413.0,1.0,1.0,1.0,8.0,1996.0,27.89,28.18,1.0
394427.67,231.0,1.0,1.0,1.0,9.0,1987.0,21.57,23.32,1.0
438048.24,334.0,1.0,1.0,2.0,2.0,1963.0,25.82,28.0,1.0
449591.84,368.0,1.0,1.0,1.0,10.0,1995.0,31.37,32.21,1.0
409265.28,357.0,1.0,1.0,2.0,1.0,1971.0,29.23,27.26,1.0
424286.26,290.0,1.0,1.0,1.0,1.0,1962.0,32.42,24.52,1.0
417139.74,344.0,1.0,1.0,2.0,3.0,1984.0,25.99,27.32,1.0
410163.01,415.0,1.0,1.0,4.0,2.0,1970.0,24.42,31.63,1.0
359509.35,369.0,1.0,1.0,1.0,8.0,1982.0,27.34,24.17,1.0
466828.65,377.0,1.0,1.0,1.0,1.0,1998.0,30.47,21.86,1.0
373827.96,303.0,1.0,1.0,1.0,10.0,1995.0,26.2,27.91,1.0
437239.32,287.0,1.0,1.0,1.0,9.0,1992.0,37.7,16.42,1.0
538243.17,357.0,1.0,1.0,2.0,1.0,1965.0,29.02,23.04,1.0
265660.85,326.0,1.0,1.0,1.0,1.0,1967.0,33.99,17.83,1.0
420299.5,315.0,1.0,1.0,1.0,6.0,1968.0,34.09,27.14,1.0
437603.05,321.0,1.0,1.0,2.0,2.0,1987.0,27.58,25.44,1.0
471790.58,265.0,1.0,1.0,1.0,1.0,1995.0,25.79,21.21,1.0
426919.92,233.0,1.0,1.0,2.0,9.0,1964.0,21.94,27.13,1.0
388846.11,415.0,1.0,1.0,1.0,7.0,1986.0,29.74,21.73,1.0
395597.07,336.0,1.0,1.0,4.0,10.0,1964.0,24.13,30.62,1.0
485673.42,313.0,1.0,1.0,1.0,7.0,1965.0,27.28,22.71,1.0
362584.77,308.0,1.0,1.0,1.0,9.0,1961.0,34.73,23.64,1.0
511925.72,292.0,1.0,1.0,1.0,1.0,1987.0,26.01,20.7,1.0
459686.59,406.0,1.0,1.0,1.0,9.0,1973.0,35.83,19.21,1.0
444530.74,449.0,1.0,1.0,1.0,7.0,1985.0,33.48,26.31,1.0
449511.29,315.0,1.0,1.0,2.0,4.0,1994.0,25.81,24.41,1.0
403010.39,292.0,1.0,1.0,3.0,5.0,1976.0,25.34,27.32,1.0
331694.26,304.0,1.0,1.0,1.0,7.0,1961.0,21.71,30.01,1.0
484469.02,480.0,1.0,1.0,3.0,7.0,1995.0,42.03,30.14,1.0
398966.84,305.0,1.0,1.0,1.0,2.0,1991.0,30.74,23.7,1.0
510181.45,248.0,1.0,1.0,1.0,7.0,1994.0,36.74,18.23,1.0
432366.87,281.0,1.0,1.0,1.0,1.0,1980.0,28.22,30.26,1.0
400514.56,298.0,1.0,1.0,1.0,4.0,1996.0,25.75,24.28,1.0
468599.81,355.0,1.0,1.0,1.0,3.0,1973.0,25.69,31.63,1.0
509487.93,509.0,1.0,1.0,1.0,7.0,1993.0,32.27,28.5,1.0
397745.5,293.0,1.0,1.0,1.0,10.0,1970.0,29.23,30.14,1.0
423999.33,209.0,1.0,1.0,3.0,10.0,1987.0,30.32,26.5,1.0
432694.0,353.0,1.0,1.0,1.0,4.0,1978.0,32.37,21.89,1.0
375788.05,371.0,1.0,1.0,3.0,6.0,1983.0,29.34,26.9,1.0
431909.78,275.0,1.0,1.0,1.0,4.0,1998.0,29.48,24.32,1.0
397461.58,346.0,1.0,1.0,3.0,10.0,1978.0,28.53,18.9,1.0
362667.77,312.0,1.0,1.0,1.0,2.0,1970.0,19.09,30.41,1.0
428118.89,423.0,1.0,1.0,2.0,9.0,1974.0,23.39,28.42,1.0
442932.13,414.0,1.0,1.0,1.0,8.0,1969.0,31.84,23.8,1.0
417223.24,397.0,1.0,1.0,1.0,3.0,1979.0,31.47,20.43,1.0
378798.02,319.0,1.0,1.0,1.0,5.0,1996.0,27.2,22.24,1.0
425041.6,454.0,1.0,1.0,1.0,4.0,1994.0,31.01,22.16,1.0
336425.59,201.0,1.0,1.0,1.0,4.0,1986.0,37.22,23.66,1.0
294610.63,223.0,1.0,1.0,1.0,9.0,1997.0,28.87,24.83,1.0
378749.75,264.0,1.0,1.0,3.0,1.0,1995.0,33.15,25.3,1.0
334829.45,286.0,1.0,1.0,1.0,10.0,1967.0,29.83,32.73,1.0
381509.6,225.0,1.0,1.0,1.0,1.0,1992.0,29.72,27.19,1.0
473327.66,356.0,1.0,1.0,1.0,6.0,1989.0,28.84,27.61,1.0
448379.21,246.0,1.0,1.0,1.0,1.0,1997.0,33.23,19.98,1.0
481375.14,386.0,1.0,1.0,1.0,5.0,1985.0,32.09,27.14,1.0
418515.0,333.0,1.0,1.0,1.0,8.0,1962.0,41.29,29.43,1.0
439014.41,276.0,1.0,1.0,1.0,1.0,1986.0,31.32,19.31,1.0
413979.81,295.0,1.0,1.0,2.0,1.0,1967.0,28.41,16.8,1.0
441973.33,273.0,1.0,1.0,1.0,3.0,1966.0,26.21,18.15,1.0
478208.63,290.0,1.0,1.0,1.0,8.0,1963.0,26.46,29.96,1.0
385630.01,495.0,1.0,1.0,1.0,10.0,1987.0,38.93,30.37,1.0
409071.3,280.0,1.0,1.0,2.0,6.0,1983.0,27.95,20.79,1.0
421013.53,395.0,1.0,1.0,1.0,4.0,1969.0,28.78,21.95,1.0
436452.7,304.0,1.0,1.0,1.0,3.0,1979.0,28.61,21.9,1.0
360169.24,400.0,1.0,1.0,1.0,2.0,1977.0,31.19,8.91,1.0
320583.07,312.0,1.0,1.0,3.0,1.0,1994.0,20.81,22.79,1.0
500184.74,344.0,1.0,1.0,1.0,6.0,1995.0,35.42,21.54,1.0
413155.43,350.0,1.0,1.0,1.0,2.0,1989.0,23.8,34.96,1.0
399697.92,346.0,1.0,1.0,1.0,8.0,1999.0,18.39,17.68,1.0
476744.78,322.0,1.0,1.0,1.0,4.0,1977.0,30.47,33.95,1.0
453062.21,364.0,1.0,1.0,1.0,2.0,1976.0,33.31,23.05,1.0
402846.46,328.0,1.0,1.0,1.0,5.0,1993.0,25.37,28.07,1.0
376665.97,418.0,1.0,1.0,1.0,4.0,1997.0,31.64,23.48,1.0
436668.77,390.0,1.0,1.0,1.0,8.0,1966.0,32.4,19.2,1.0
360964.05,259.0,1.0,1.0,1.0,4.0,1992.0,31.4,14.79,1.0
329130.96,385.0,1.0,1.0,2.0,4.0,1999.0,26.85,20.64,1.0
478077.57,366.0,1.0,1.0,1.0,6.0,1969.0,31.41,22.02,1.0
395401.19,398.0,1.0,1.0,1.0,5.0,1982.0,20.67,18.91,1.0
466673.37,368.0,1.0,1.0,1.0,1.0,1969.0,25.72,31.35,1.0
447794.28,288.0,1.0,1.0,2.0,4.0,1982.0,33.42,26.87,1.0
401477.94,262.0,1.0,1.0,2.0,8.0,1992.0,17.6,32.56,1.0
431810.34,323.0,1.0,1.0,4.0,2.0,1981.0,42.01,29.62,1.0
492521.8,368.0,1.0,1.0,1.0,1.0,1961.0,31.29,23.75,1.0
404793.52,317.0,1.0,1.0,1.0,5.0,1994.0,24.04,29.15,1.0
436835.05,289.0,1.0,1.0,2.0,6.0,1981.0,26.36,37.31,1.0
379597.33,348.0,1.0,1.0,1.0,3.0,1983.0,32.36,30.74,1.0
482125.98,302.0,1.0,1.0,1.0,8.0,1966.0,28.85,19.52,1.0
421483.02,507.0,1.0,1.0,2.0,5.0,1967.0,36.62,18.52,1.0
386583.51,442.0,1.0,1.0,1.0,1.0,1965.0,34.29,25.54,1.0
352272.35,343.0,1.0,1.0,1.0,3.0,1969.0,33.0,28.64,1.0
379445.64,453.0,1.0,1.0,1.0,1.0,1961.0,27.49,17.8,1.0
496422.34,400.0,1.0,1.0,1.0,1.0,1975.0,25.51,27.55,1.0
397894.67,307.0,1.0,1.0,2.0,5.0,1963.0,26.01,28.61,1.0
401122.77,451.0,1.0,1.0,2.0,4.0,1981.0,28.88,32.44,1.0
394831.63,249.0,1.0,1.0,1.0,9.0,1978.0,25.14,14.73,1.0
410843.99,266.0,1.0,1.0,3.0,9.0,1962.0,27.7,30.96,1.0
394791.29,262.0,1.0,1.0,3.0,2.0,1966.0,31.12,27.24,1.0
448021.8,414.0,1.0,1.0,1.0,1.0,1969.0,26.47,17.82,1.0
367555.53,425.0,1.0,1.0,2.0,10.0,1974.0,28.71,20.8,1.0
454018.67,263.0,1.0,1.0,1.0,5.0,1982.0,36.29,22.52,1.0
471459.77,385.0,1.0,1.0,2.0,9.0,1990.0,27.52,26.69,1.0
443929.3,314.0,1.0,1.0,1.0,3.0,1984.0,27.29,26.07,1.0
475883.29,303.0,1.0,1.0,4.0,4.0,1980.0,37.82,18.63,1.0
472143.36,219.0,1.0,1.0,1.0,4.0,1981.0,39.76,25.63,1.0
480941.18,365.0,1.0,1.0,2.0,2.0,1973.0,17.58,28.1,1.0
477764.26,375.0,1.0,1.0,1.0,7.0,1994.0,34.59,39.54,1.0
369493.34,433.0,1.0,1.0,1.0,9.0,1995.0,26.89,20.72,1.0
363449.95,285.0,1.0,1.0,1.0,10.0,1965.0,23.89,21.19,1.0
351199.65,288.0,1.0,1.0,1.0,3.0,1995.0,30.25,20.67,1.0
422510.19,402.0,1.0,1.0,2.0,10.0,1976.0,30.1,13.79,1.0
459202.0,238.0,1.0,1.0,1.0,3.0,1967.0,35.46,23.3,1.0
425250.81,201.0,1.0,1.0,1.0,10.0,1969.0,34.68,26.71,1.0
470322.17,324.0,1.0,1.0,2.0,4.0,1973.0,29.81,26.74,1.0
430585.61,375.0,1.0,1.0,2.0,2.0,1968.0,32.5,31.44,1.0
392913.66,332.0,1.0,1.0,4.0,6.0,1986.0,26.35,18.75,1.0
397919.16,247.0,1.0,1.0,1.0,1.0,1997.0,33.46,19.38,1.0
397447.09,265.0,1.0,1.0,1.0,1.0,1966.0,30.88,22.64,1.0
403246.32,415.0,1.0,1.0,2.0,8.0,1985.0,19.77,16.29,1.0
423531.36,337.0,1.0,1.0,2.0,6.0,1992.0,25.76,27.73,1.0
455371.02,421.0,1.0,1.0,1.0,1.0,1980.0,27.97,22.71,1.0
417195.5,230.0,1.0,1.0,2.0,9.0,1978.0,29.79,21.75,1.0
388739.24,303.0,1.0,1.0,1.0,10.0,1975.0,29.51,23.97,1.0
446727.56,443.0,1.0,1.0,1.0,3.0,1968.0,26.41,19.91,1.0
500988.25,385.0,1.0,1.0,2.0,1.0,1985.0,29.28,25.8,1.0
450282.4,347.0,1.0,1.0,1.0,2.0,1991.0,25.63,22.45,1.0
416394.7,390.0,1.0,1.0,2.0,1.0,1999.0,25.99,25.7,1.0
498546.83,334.0,1.0,1.0,2.0,3.0,1979.0,23.08,24.35,1.0
466963.48,415.0,1.0,1.0,2.0,8.0,1972.0,35.07,19.41,1.0
374484.64,383.0,1.0,1.0,1.0,5.0,1995.0,31.65,22.87,1.0
354677.86,318.0,1.0,1.0,4.0,9.0,1994.0,37.1,31.7,1.0
448571.45,320.0,1.0,1.0,2.0,6.0,1989.0,31.13,25.33,1.0
323254.32,325.0,1.0,1.0,1.0,9.0,1991.0,30.68,23.73,1.0
373244.6,290.0,1.0,1.0,1.0,6.0,1977.0,27.72,20.31,1.0
481491.34,347.0,1.0,1.0,1.0,6.0,1991.0,40.16,29.8,1.0
370057.08,351.0,1.0,1.0,1.0,6.0,1997.0,37.39,32.9,1.0
469606.7,352.0,1.0,1.0,1.0,9.0,1975.0,27.96,27.7,1.0
411473.64,284.0,1.0,1.0,1.0,7.0,1997.0,29.13,26.8,1.0
424362.95,385.0,1.0,1.0,2.0,1.0,1987.0,21.26,29.98,1.0
340578.89,480.0,1.0,1.0,1.0,7.0,1977.0,29.41,17.88,1.0
