price,size,bathrooms,bedrooms,floors,view,yearBuilt,distAirport,distCityCenter
433369.99,517.0,1.0,1.0,1.0,6.0,1963.0,17.8,25.74
382682.96,201.0,1.0,1.0,2.0,3.0,1991.0,35.49,32.12
410564.64,393.0,1.0,1.0,1.0,4.0,1964.0,31.33,22.9
463508.32,329.0,1.0,1.0,1.0,1.0,1965.0,28.52,18.79
408380.53,222.0,1.0,1.0,1.0,6.0,1968.0,26.11,23.01
428838.69,391.0,1.0,1.0,1.0,2.0,1973.0,35.69,33.14
398408.75,265.0,1.0,1.0,1.0,9.0,1984.0,30.71,18.05
451286.36,321.0,1.0,1.0,1.0,7.0,1976.0,22.86,26.78
378250.46,397.0,1.0,1.0,2.0,4.0,1979.0,36.13,27.22
479666.94,219.0,1.0,1.0,1.0,7.0,1989.0,24.36,22.27
459052.78,360.0,1.0,1.0,1.0,7.0,1986.0,32.0,27.67
384578.16,274.0,1.0,1.0,1.0,7.0,1969.0,30.44,21.19
431377.75,408.0,1.0,1.0,1.0,3.0,1999.0,25.5,23.32
395751.11,434.0,1.0,1.0,1.0,3.0,1981.0,24.97,19.82
522193.45,326.0,1.0,1.0,1.0,2.0,1989.0,24.66,27.49
490583.51,415.0,1.0,1.0,1.0,2.0,1988.0,28.0,26.54
376252.02,497.0,1.0,1.0,1.0,5.0,1968.0,27.22,22.5
356917.5,255.0,1.0,1.0,1.0,5.0,1963.0,32.8,27.73
202378.84,411.0,1.0,1.0,1.0,4.0,1983.0,19.14,25.82
439366.09,355.0,1.0,1.0,2.0,5.0,1999.0,26.27,26.88
415836.26,284.0,1.0,1.0,1.0,1.0,1993.0,31.42,22.4
306123.76,264.0,1.0,1.0,2.0,3.0,1976.0,23.73,19.01
393967.12,312.0,1.0,1.0,1.0,6.0,1974.0,32.45,28.25
494535.2,313.0,1.0,1.0,4.0,7.0,1967.0,32.53,21.36
384584.66,396.0,1.0,1.0,1.0,7.0,1966.0,36.69,19.72
385124.99,240.0,1.0,1.0,3.0,1.0,1976.0,32.35,21.39
344415.01,472.0,1.0,1.0,2.0,1.0,1974.0,32.14,30.38
346818.47,259.0,1.0,2.0,1.0,5.0,1988.0,32.38,26.28
399260.98,382.0,1.0,1.0,1.0,6.0,1989.0,31.21,21.97
444865.73,351.0,1.0,1.0,1.0,1.0,1975.0,25.49,29.47
398581.93,383.0,1.0,1.0,1.0,3.0,1993.0,34.9,24.16
358353.67,345.0,1.0,1.0,1.0,2.0,1973.0,30.22,18.01
482489.14,267.0,1.0,1.0,1.0,3.0,1984.0,27.15,30.86
396670.82,300.0,1.0,1.0,1.0,2.0,1978.0,20.12,23.65
450688.59,362.0,1.0,1.0,1.0,9.0,1989.0,28.94,21.66
474024.78,270.0,1.0,1.0,2.0,4.0,1998.0,32.22,29.05
323597.6,316.0,1.0,1.0,1.0,2.0,1968.0,29.08,22.22
504125.18,383.0,1.0,1.0,1.0,4.0,1980.0,30.63,13.69
499039.51,241.0,1.0,1.0,1.0,8.0,1971.0,21.43,19.4
483871.03,331.0,1.0,1.0,1.0,2.0,1974.0,31.25,24.35
369085.88,395.0,1.0,1.0,1.0,4.0,1989.0,31.94,19.77
428393.57,326.0,1.0,1.0,1.0,7.0,1999.0,35.9,20.65
403841.37,201.0,1.0,1.0,1.0,1.0,1967.0,35.98,12.02
510877.01,297.0,1.0,1.0,1.0,7.0,1974.0,29.67,29.84
350636.07,201.0,1.0,1.0,1.0,2.0,1979.0,34.36,27.61
470179.21,465.0,1.0,1.0,1.0,10.0,1979.0,25.62,27.16
409180.05,324.0,1.0,1.0,1.0,2.0,1977.0,21.35,23.08
390506.34,222.0,1.0,1.0,2.0,5.0,1988.0,32.79,24.25
445004.47,402.0,1.0,1.0,1.0,1.0,1998.0,31.53,22.68
452743.31,291.0,1.0,1.0,2.0,10.0,1980.0,36.5,21.84
436835.76,392.0,1.0,1.0,1.0,2.0,1966.0,28.46,36.34
407629.49,429.0,1.0,1.0,2.0,6.0,1990.0,26.62,21.55
403368.95,384.0,1.0,1.0,1.0,9.0,1993.0,29.07,19.4
430124.67,378.0,1.0,1.0,3.0,4.0,1974.0,25.89,29.35
352978.51,302.0,1.0,1.0,1.0,2.0,1990.0,26.78,30.55
458834.24,284.0,1.0,1.0,3.0,8.0,1961.0,26.98,22.61
410759.06,443.0,1.0,1.0,2.0,5.0,1987.0,27.89,30.49
409704.71,392.0,1.0,1.0,1.0,6.0,1969.0,32.55,32.15
366623.64,201.0,1.0,1.0,1.0,9.0,1964.0,25.49,24.52
473543.05,412.0,1.0,1.0,1.0,9.0,1997.0,24.76,31.07
486453.8,445.0,1.0,1.0,1.0,10.0,1994.0,22.26,28.66
419088.99,318.0,1.0,1.0,2.0,9.0,1990.0,27.51,27.51
273879.32,415.0,1.0,1.0,1.0,10.0,1981.0,23.49,29.76
418334.24,336.0,1.0,1.0,1.0,3.0,1964.0,38.42,17.45
479179.54,387.0,1.0,1.0,1.0,4.0,1977.0,39.09,29.57
362858.39,424.0,1.0,1.0,1.0,7.0,1976.0,24.2,24.34
381414.36,487.0,1.0,1.0,2.0,2.0,1969.0,33.9,25.15
343386.59,340.0,1.0,1.0,1.0,2.0,1981.0,27.88,24.83
418646.49,313.0,1.0,1.0,1.0,7.0,1992.0,30.29,27.21
382578.21,467.0,1.0,1.0,2.0,7.0,1967.0,31.23,28.1
455990.64,287.0,1.0,1.0,1.0,1.0,1963.0,31.55,28.73
386285.06,201.0,1.0,1.0,1.0,8.0,1973.0,20.07,31.35
480362.74,278.0,1.0,1.0,3.0,7.0,1995.0,30.89,25.15
434073.12,269.0,1.0,1.0,1.0,10.0,1965.0,33.41,26.02
361812.46,401.0,1.0,1.0,3.0,8.0,1982.0,33.29,23.7
470375.31,300.0,1.0,1.0,1.0,9.0,1984.0,23.91,27.71
448216.19,467.0,1.0,1.0,3.0,10.0,1973.0,26.33,19.29
403831.48,456.0,1.0,1.0,2.0,2.0,1980.0,31.08,29.14
440863.74,293.0,1.0,1.0,1.0,9.0,1981.0,30.81,24.55
404597.66,284.0,1.0,1.0,2.0,2.0,1963.0,21.6,23.89
404763.5,272.0,1.0,1.0,1.0,6.0,1974.0,21.01,31.47
400149.58,362.0,1.0,1.0,1.0,9.0,1981.0,21.31,22.87
452383.22,283.0,1.0,1.0,1.0,7.0,1994.0,44.0,27.9
349017.17,238.0,1.0,1.0,1.0,10.0,1983.0,24.62,21.58
400948.72,201.0,1.0,1.0,1.0,6.0,1971.0,35.15,33.96
387889.63,413.0,1.0,1.0,1.0,1.0,1966.0,29.9,26.07
408400.96,236.0,1.0,1.0,2.0,1.0,1977.0,34.94,22.05
425401.96,329.0,1.0,1.0,1.0,1.0,1991.0,26.81,26.0
313758.21,459.0,1.0,1.0,1.0,3.0,1966.0,27.33,19.25
363467.49,329.0,1.0,1.0,1.0,4.0,1975.0,40.48,18.36
390234.89,334.0,1.0,1.0,1.0,1.0,1987.0,30.49,24.31
438077.7,351.0,1.0,1.0,1.0,9.0,1991.0,37.93,17.75
458405.98,405.0,1.0,1.0,2.0,10.0,1967.0,35.13,26.29
436280.11,358.0,1.0,1.0,3.0,3.0,1974.0,37.07,21.05
364660.95,245.0,1.0,1.0,1.0,9.0,1984.0,26.37,27.65
375965.66,414.0,1.0,1.0,2.0,10.0,1980.0,28.59,27.4
438225.02,201.0,1.0,1.0,1.0,3.0,1982.0,26.5,17.04
383420.66,321.0,1.0,1.0,1.0,9.0,1984.0,36.39,21.08
396801.67,327.0,1.0,1.0,2.0,4.0,1969.0,28.11,28.78
427670.08,220.0,1.0,1.0,4.0,5.0,1997.0,30.5,26.21
476966.41,318.0,1.0,1.0,1.0,9.0,1980.0,24.55,26.06
391729.29,365.0,1.0,1.0,1.0,8.0,1987.0,29.29,23.89
505497.49,385.0,1.0,1.0,1.0,1.0,1984.0,36.16,18.91
374870.37,377.0,1.0,1.0,1.0,5.0,1969.0,32.76,28.6
388707.56,327.0,1.0,1.0,1.0,8.0,1962.0,20.57,21.81
384480.82,520.0,1.0,1.0,1.0,7.0,1995.0,26.82,25.32
425281.33,296.0,1.0,1.0,1.0,4.0,1990.0,31.85,32.5
386436.57,369.0,1.0,1.0,1.0,1.0,1989.0,32.58,19.99
447845.62,289.0,1.0,1.0,1.0,10.0,1981.0,28.65,28.18
410385.96,225.0,1.0,1.0,2.0,9.0,1972.0,27.68,20.51
334456.67,406.0,1.0,1.0,1.0,8.0,1994.0,33.1,26.47
513959.08,262.0,1.0,1.0,1.0,10.0,1999.0,19.09,25.07
405586.2,542.0,1.0,1.0,1.0,1.0,1982.0,32.38,27.67
487551.81,431.0,1.0,1.0,1.0,10.0,1974.0,36.05,25.21
416533.86,494.0,1.0,1.0,2.0,7.0,1986.0,26.38,33.13
293666.36,274.0,1.0,1.0,1.0,5.0,1981.0,31.53,33.88
418502.17,376.0,1.0,1.0,1.0,8.0,1993.0,23.76,28.94
434344.78,444.0,1.0,1.0,1.0,10.0,1979.0,27.8,27.81
442961.66,375.0,1.0,1.0,2.0,3.0,1975.0,27.07,16.28
497685.41,219.0,1.0,1.0,1.0,3.0,1985.0,19.89,28.21
527661.34,362.0,1.0,1.0,1.0,4.0,1983.0,32.76,28.87
400874.88,377.0,1.0,1.0,2.0,2.0,1978.0,30.59,28.29
433360.11,471.0,1.0,1.0,1.0,8.0,1963.0,29.55,28.03
453322.95,364.0,1.0,1.0,2.0,10.0,1973.0,16.06,28.16
414157.45,423.0,1.0,1.0,2.0,5.0,1961.0,34.25,25.74
446319.32,278.0,1.0,1.0,1.0,1.0,1962.0,29.7,33.26
422453.97,249.0,1.0,1.0,1.0,1.0,1982.0,23.27,24.31
381925.56,429.0,1.0,1.0,1.0,5.0,1992.0,34.66,27.13
403786.83,383.0,1.0,1.0,1.0,3.0,1989.0,29.39,22.65
527556.86,345.0,1.0,1.0,1.0,5.0,1991.0,27.23,28.98
366642.9,491.0,1.0,1.0,1.0,7.0,1991.0,27.1,31.52
411586.4,488.0,1.0,1.0,1.0,7.0,1972.0,31.31,20.55
446190.72,340.0,1.0,1.0,1.0,8.0,1991.0,25.73,17.48
548330.43,229.0,1.0,1.0,2.0,7.0,1981.0,28.55,21.63
395073.95,217.0,1.0,1.0,1.0,8.0,1992.0,35.84,23.74
454517.2,348.0,1.0,1.0,1.0,8.0,1999.0,31.38,23.06
483647.76,412.0,1.0,1.0,1.0,9.0,1994.0,30.73,34.95
423863.99,420.0,1.0,1.0,2.0,9.0,1974.0,33.5,26.67
420165.0,354.0,1.0,1.0,1.0,5.0,1999.0,24.15,30.69
456476.16,201.0,1.0,1.0,2.0,1.0,1963.0,36.93,18.98
417857.43,386.0,1.0,1.0,1.0,3.0,1967.0,30.48,18.96
255369.03,348.0,1.0,1.0,1.0,9.0,1978.0,31.76,19.89
400810.97,251.0,1.0,1.0,1.0,7.0,1965.0,32.67,24.51
408828.65,508.0,1.0,1.0,3.0,8.0,1986.0,31.11,13.76
431737.22,372.0,1.0,1.0,1.0,1.0,1969.0,19.95,20.76
341355.17,359.0,1.0,1.0,1.0,10.0,1994.0,28.16,30.69
439703.2,359.0,1.0,1.0,4.0,4.0,1996.0,26.22,29.28
326455.94,250.0,1.0,1.0,1.0,7.0,1969.0,25.53,20.0
506231.68,407.0,1.0,1.0,1.0,10.0,1965.0,29.63,17.75
394829.42,253.0,1.0,1.0,3.0,10.0,1982.0,28.39,28.47
399525.8,300.0,1.0,1.0,3.0,9.0,1986.0,38.62,24.68
340771.39,529.0,1.0,1.0,1.0,7.0,1990.0,22.43,23.88
464980.79,482.0,1.0,1.0,3.0,5.0,1961.0,36.24,28.83
499322.18,419.0,1.0,1.0,1.0,10.0,1986.0,18.45,20.97
453408.96,364.0,1.0,1.0,1.0,4.0,1980.0,33.33,29.86
324385.15,382.0,1.0,1.0,1.0,9.0,1964.0,26.95,28.48
457743.96,407.0,1.0,1.0,1.0,9.0,1975.0,33.02,24.72
377886.47,257.0,1.0,1.0,1.0,3.0,1974.0,30.65,29.97
339721.33,217.0,1.0,1.0,1.0,4.0,1998.0,24.57,15.63
384760.92,392.0,1.0,1.0,2.0,4.0,1988.0,23.28,22.19
369770.67,275.0,1.0,1.0,1.0,1.0,1986.0,25.37,24.85
497472.67,362.0,1.0,1.0,2.0,4.0,1995.0,25.39,26.54
453186.47,428.0,1.0,1.0,1.0,7.0,1979.0,35.53,21.48
300199.64,369.0,1.0,1.0,2.0,4.0,1991.0,27.11,18.73
258682.42,458.0,1.0,1.0,1.0,10.0,1984.0,30.1,22.14
546088.5,398.0,1.0,1.0,1.0,5.0,1975.0,25.68,16.3
484421.94,384.0,1.0,1.0,1.0,9.0,1971.0,17.9,26.92
367239.34,379.0,1.0,1.0,3.0,3.0,1971.0,35.21,30.4
501750.89,387.0,1.0,1.0,1.0,4.0,1997.0,26.69,21.24
427986.68,284.0,1.0,1.0,1.0,10.0,1963.0,39.07,28.21
514936.12,502.0,1.0,1.0,2.0,1.0,1969.0,27.27,28.79
259926.87,305.0,1.0,1.0,1.0,5.0,1965.0,35.62,22.18
393626.01,359.0,1.0,1.0,1.0,2.0,1985.0,17.95,28.56
429474.74,347.0,1.0,1.0,1.0,4.0,1988.0,28.96,32.43
472207.22,260.0,1.0,1.0,1.0,5.0,1991.0,35.69,30.08
477870.18,338.0,1.0,1.0,1.0,3.0,1978.0,33.44,41.35
443791.33,348.0,1.0,1.0,1.0,1.0,1963.0,36.04,24.21
421750.62,201.0,1.0,1.0,1.0,10.0,1962.0,28.15,26.34
477213.82,371.0,1.0,1.0,4.0,10.0,1993.0,30.35,29.86
442636.18,329.0,1.0,1.0,1.0,1.0,1968.0,32.4,27.84
430993.6,307.0,1.0,1.0,1.0,8.0,1984.0,28.63,29.28
532177.34,611.0,1.0,1.0,1.0,3.0,1979.0,28.4,26.1
490817.39,552.0,1.0,1.0,3.0,10.0,1982.0,27.95,29.25
454803.76,708.0,1.0,1.0,2.0,10.0,2008.0,20.37,27.74
553879.93,512.0,1.0,1.0,2.0,2.0,1988.0,32.26,28.84
504295.35,811.0,1.0,1.0,4.0,1.0,2006.0,35.67,20.34
562124.94,628.0,1.0,1.0,2.0,7.0,2004.0,26.39,19.08
511641.82,600.0,1.0,1.0,2.0,5.0,1973.0,31.4,27.14
453729.61,850.0,1.0,1.0,4.0,2.0,1990.0,31.02,21.25
494751.92,460.0,1.0,1.0,1.0,7.0,1971.0,24.86,18.11
537126.52,584.0,1.0,1.0,2.0,1.0,1981.0,24.04,12.41
570538.28,436.0,1.0,1.0,4.0,4.0,1982.0,28.95,19.97
620774.49,575.0,1.0,1.0,2.0,10.0,1973.0,29.69,16.73
461445.32,570.0,1.0,2.0,4.0,10.0,1997.0,38.02,27.81
426624.01,531.0,1.0,1.0,4.0,6.0,1996.0,30.76,8.35
534744.0,537.0,1.0,1.0,1.0,7.0,2000.0,30.59,20.49
602232.58,754.0,1.0,1.0,2.0,6.0,1976.0,25.13,12.61
482002.42,537.0,1.0,1.0,1.0,10.0,1975.0,29.13,13.91
565885.38,650.0,1.0,1.0,1.0,5.0,1975.0,26.66,21.92
481767.36,684.0,1.0,1.0,1.0,1.0,1982.0,30.91,9.89
472950.59,585.0,1.0,1.0,1.0,10.0,2005.0,30.1,12.53
619252.69,668.0,1.0,1.0,4.0,10.0,1989.0,19.34,20.76
618132.39,832.0,1.0,1.0,1.0,3.0,1989.0,26.56,17.93
535178.68,614.0,1.0,1.0,2.0,8.0,2000.0,27.0,24.12
423680.12,658.0,1.0,1.0,2.0,3.0,1994.0,34.55,18.67
554060.61,647.0,1.0,1.0,3.0,6.0,1972.0,28.83,21.24
587144.3,810.0,1.0,1.0,4.0,5.0,2008.0,23.15,20.23
486805.5,805.0,1.0,1.0,2.0,7.0,2008.0,30.32,15.68
454630.42,645.0,1.0,1.0,1.0,8.0,2005.0,33.13,18.63
456350.71,500.0,1.0,1.0,1.0,8.0,1991.0,29.45,17.57
563020.32,925.0,1.0,1.0,4.0,7.0,1995.0,28.75,20.8
455480.73,598.0,2.0,2.0,4.0,7.0,2006.0,28.48,24.83
602674.13,708.0,1.0,1.0,4.0,3.0,1975.0,26.99,24.99
568841.19,796.0,1.0,1.0,3.0,7.0,1989.0,29.51,15.51
533796.2,620.0,1.0,1.0,1.0,7.0,1973.0,27.58,20.67
601721.46,619.0,1.0,1.0,1.0,5.0,1971.0,23.04,18.23
421114.42,371.0,1.0,2.0,4.0,1.0,1979.0,31.13,16.88
568618.91,807.0,1.0,1.0,2.0,9.0,2000.0,30.39,21.59
514439.95,585.0,1.0,1.0,4.0,1.0,1982.0,33.38,16.52
520197.6,687.0,1.0,2.0,3.0,4.0,1983.0,18.33,16.7
446708.23,942.0,2.0,1.0,3.0,10.0,2004.0,22.8,15.32
589050.7,474.0,1.0,1.0,4.0,6.0,1989.0,20.19,18.6
617081.94,483.0,1.0,1.0,1.0,4.0,1982.0,21.55,27.41
629816.76,710.0,1.0,2.0,3.0,10.0,2003.0,30.28,17.42
538162.04,789.0,1.0,1.0,1.0,8.0,2009.0,27.34,18.5
551770.41,586.0,1.0,1.0,2.0,2.0,2000.0,26.5,17.79
538423.09,458.0,1.0,2.0,4.0,8.0,2004.0,28.37,26.29
519208.33,769.0,1.0,1.0,1.0,10.0,2001.0,29.45,22.2
541855.0,513.0,1.0,2.0,1.0,1.0,1976.0,24.21,18.13
486169.92,646.0,1.0,2.0,4.0,6.0,2006.0,34.79,17.76
533792.62,945.0,1.0,1.0,1.0,7.0,1972.0,14.76,25.35
479223.83,827.0,1.0,1.0,1.0,5.0,1993.0,30.25,13.95
546811.45,649.0,1.0,1.0,2.0,10.0,1993.0,30.85,26.47
536063.48,579.0,1.0,1.0,2.0,8.0,1995.0,25.42,7.26
515996.02,849.0,1.0,1.0,1.0,10.0,2003.0,22.61,30.79
498287.44,766.0,1.0,1.0,1.0,8.0,1999.0,21.95,22.59
475934.39,751.0,1.0,2.0,2.0,1.0,2008.0,29.06,24.46
446693.76,808.0,1.0,1.0,1.0,1.0,1999.0,28.46,20.18
480900.89,486.0,1.0,1.0,1.0,10.0,1981.0,28.83,16.5
607691.84,842.0,1.0,1.0,3.0,6.0,2003.0,30.39,19.83
585463.6,689.0,1.0,1.0,1.0,1.0,1980.0,25.22,14.9
593408.08,328.0,1.0,1.0,3.0,6.0,1978.0,22.26,20.51
414197.09,698.0,1.0,1.0,3.0,9.0,2000.0,33.68,16.5
554428.52,462.0,1.0,2.0,3.0,4.0,1990.0,17.73,20.0
477482.33,914.0,1.0,1.0,2.0,1.0,1984.0,36.17,16.17
474877.15,581.0,1.0,1.0,3.0,10.0,2005.0,28.34,31.08
546809.04,733.0,1.0,1.0,2.0,4.0,1973.0,26.23,21.15
568305.55,709.0,1.0,1.0,1.0,8.0,1971.0,25.92,23.85
548892.68,788.0,1.0,1.0,1.0,10.0,1982.0,27.86,25.38
519626.63,660.0,1.0,2.0,1.0,10.0,2004.0,30.48,17.47
500661.04,649.0,1.0,1.0,1.0,7.0,1995.0,27.99,31.23
517527.12,719.0,1.0,1.0,1.0,5.0,2007.0,35.23,9.59
545997.51,513.0,1.0,1.0,3.0,10.0,1985.0,25.43,19.02
480707.78,363.0,1.0,1.0,4.0,6.0,1975.0,20.73,11.63
479496.47,630.0,1.0,1.0,1.0,2.0,1995.0,28.84,17.42
461006.61,673.0,1.0,2.0,2.0,4.0,1983.0,32.32,23.71
420811.28,518.0,1.0,1.0,2.0,10.0,1977.0,23.73,16.16
515222.36,569.0,1.0,1.0,4.0,5.0,1975.0,23.09,31.89
509849.93,537.0,1.0,1.0,2.0,10.0,1985.0,28.6,15.89
488276.7,642.0,1.0,1.0,2.0,6.0,1982.0,26.2,18.68
577168.09,455.0,1.0,1.0,2.0,10.0,1985.0,27.9,24.79
660548.34,554.0,1.0,1.0,1.0,6.0,2005.0,32.94,20.41
501877.12,613.0,1.0,1.0,3.0,4.0,1994.0,25.49,14.57
534859.02,428.0,1.0,1.0,1.0,1.0,1998.0,29.39,26.74
441888.39,578.0,1.0,2.0,2.0,5.0,1975.0,30.85,16.12
535139.01,325.0,1.0,1.0,3.0,6.0,1987.0,25.17,18.81
395797.01,742.0,1.0,1.0,2.0,7.0,1998.0,25.59,14.24
597546.49,587.0,1.0,1.0,3.0,3.0,2001.0,31.38,26.68
568549.62,1046.0,1.0,1.0,1.0,10.0,1991.0,21.34,19.77
509503.76,580.0,1.0,1.0,2.0,8.0,1979.0,23.89,26.32
477436.73,791.0,1.0,1.0,2.0,10.0,2002.0,23.77,24.4
555856.04,373.0,1.0,1.0,2.0,3.0,2002.0,16.83,21.04
647909.53,748.0,1.0,1.0,1.0,1.0,1996.0,26.33,26.66
625998.9,522.0,1.0,1.0,4.0,3.0,1991.0,25.86,18.01
553598.3,684.0,1.0,1.0,3.0,8.0,1986.0,27.26,18.83
445740.52,796.0,1.0,1.0,1.0,8.0,2000.0,32.79,21.31
511951.23,582.0,2.0,1.0,2.0,6.0,1975.0,34.24,23.83
523710.59,617.0,1.0,1.0,1.0,8.0,2003.0,29.88,23.12
490067.13,894.0,1.0,1.0,1.0,2.0,2005.0,22.81,14.58
468197.27,573.0,1.0,1.0,2.0,10.0,2007.0,30.63,22.88
509632.52,730.0,1.0,1.0,2.0,1.0,1995.0,29.73,20.66
412704.01,522.0,1.0,2.0,1.0,6.0,1987.0,17.43,20.76
468070.15,1071.0,1.0,1.0,2.0,5.0,1986.0,28.95,10.7
601320.72,736.0,1.0,1.0,4.0,5.0,1985.0,33.07,28.86
535106.21,796.0,1.0,2.0,4.0,9.0,1974.0,36.09,15.8
486509.18,599.0,1.0,1.0,1.0,7.0,1990.0,17.84,22.21
530889.24,596.0,1.0,1.0,4.0,10.0,1974.0,27.24,15.97
572418.55,671.0,1.0,2.0,4.0,10.0,1993.0,30.42,20.9
423823.05,590.0,1.0,1.0,1.0,7.0,1999.0,23.79,18.77
428028.19,635.0,1.0,1.0,3.0,4.0,1982.0,28.02,15.61
586709.63,562.0,1.0,1.0,2.0,1.0,1981.0,30.77,12.94
507804.16,555.0,1.0,2.0,4.0,5.0,2009.0,27.85,28.1
549906.85,600.0,1.0,1.0,4.0,10.0,2006.0,21.54,18.13
596367.52,576.0,1.0,2.0,2.0,4.0,1974.0,37.6,29.01
449461.0,667.0,1.0,1.0,1.0,9.0,1999.0,28.61,25.9
381604.08,925.0,1.0,1.0,4.0,1.0,1987.0,26.45,24.35
477448.65,901.0,1.0,1.0,2.0,10.0,1994.0,34.64,25.87
409202.96,414.0,1.0,1.0,4.0,10.0,1977.0,20.01,28.49
589884.88,599.0,1.0,1.0,4.0,3.0,1981.0,40.12,20.45
580991.38,1019.0,1.0,1.0,1.0,10.0,2005.0,32.77,31.1
519797.84,635.0,1.0,1.0,2.0,8.0,2003.0,31.57,18.39
546027.93,607.0,1.0,2.0,3.0,4.0,1996.0,26.98,14.62
497689.54,664.0,1.0,1.0,3.0,1.0,2005.0,29.95,28.47
622646.14,582.0,1.0,1.0,2.0,10.0,1999.0,28.2,14.88
456254.49,753.0,1.0,2.0,1.0,7.0,1989.0,31.63,25.69
624894.72,708.0,1.0,2.0,2.0,6.0,1987.0,20.18,20.58
546127.69,646.0,2.0,1.0,4.0,10.0,1999.0,18.71,22.49
680130.9,466.0,1.0,1.0,2.0,9.0,1980.0,20.87,24.08
490997.78,779.0,1.0,1.0,4.0,7.0,1987.0,24.49,17.28
598836.37,720.0,1.0,1.0,3.0,9.0,1986.0,32.22,15.61
626954.79,703.0,1.0,1.0,2.0,9.0,2009.0,16.38,19.42
510465.41,789.0,1.0,1.0,1.0,10.0,1979.0,27.18,21.72
495610.5,559.0,1.0,1.0,2.0,1.0,1991.0,21.52,24.81
562347.49,670.0,1.0,1.0,1.0,1.0,1980.0,31.21,27.41
476566.23,443.0,1.0,1.0,3.0,7.0,1989.0,25.55,13.12
575910.54,653.0,2.0,2.0,2.0,10.0,1988.0,19.45,14.75
606349.96,919.0,1.0,2.0,1.0,6.0,1975.0,22.63,25.57
538390.29,959.0,1.0,1.0,2.0,3.0,1975.0,25.95,28.82
512996.8,889.0,1.0,1.0,3.0,1.0,2006.0,33.15,29.25
499642.08,680.0,1.0,1.0,3.0,10.0,1988.0,29.88,14.65
444445.73,789.0,1.0,1.0,2.0,9.0,1973.0,31.03,22.47
475657.98,609.0,1.0,1.0,4.0,1.0,1987.0,34.13,17.06
567119.6,491.0,1.0,1.0,4.0,1.0,1980.0,31.93,19.99
518838.69,714.0,1.0,1.0,3.0,9.0,1991.0,36.91,20.26
523902.14,889.0,1.0,2.0,4.0,8.0,1995.0,37.61,23.05
427877.32,767.0,1.0,2.0,1.0,2.0,1999.0,25.59,19.38
546374.84,797.0,1.0,1.0,1.0,6.0,1996.0,14.56,18.71
507765.56,678.0,1.0,1.0,2.0,1.0,1989.0,30.65,16.95
544821.89,590.0,1.0,1.0,2.0,10.0,1978.0,26.95,10.25
517848.14,525.0,1.0,1.0,1.0,1.0,1998.0,25.85,27.21
595149.12,490.0,1.0,1.0,4.0,6.0,1993.0,21.32,17.36
529705.75,453.0,1.0,1.0,4.0,9.0,1988.0,34.71,21.6
472221.17,614.0,1.0,1.0,4.0,1.0,1976.0,25.75,14.83
553786.25,488.0,1.0,2.0,1.0,6.0,1986.0,32.77,15.14
567157.26,215.0,1.0,1.0,4.0,3.0,2008.0,30.14,17.23
505555.44,558.0,1.0,1.0,4.0,10.0,1973.0,34.99,14.11
335889.8,540.0,1.0,1.0,2.0,8.0,1989.0,31.32,15.21
600657.54,631.0,1.0,1.0,2.0,7.0,2003.0,32.16,13.97
564605.18,565.0,1.0,1.0,1.0,1.0,1998.0,28.01,30.7
588066.09,752.0,1.0,1.0,4.0,1.0,1980.0,35.92,17.71
581900.37,695.0,1.0,1.0,2.0,1.0,2007.0,17.29,18.36
549433.87,258.0,1.0,2.0,2.0,10.0,1980.0,33.35,27.5
595468.68,401.0,1.0,1.0,2.0,6.0,2003.0,35.59,22.47
387025.61,837.0,1.0,1.0,1.0,7.0,1997.0,30.88,20.16
529839.66,589.0,1.0,2.0,2.0,2.0,2000.0,27.68,20.24
359407.95,544.0,1.0,1.0,1.0,1.0,2004.0,29.79,20.76
523041.73,525.0,1.0,1.0,4.0,4.0,2002.0,32.65,21.32
575639.82,617.0,1.0,1.0,4.0,9.0,1999.0,33.89,15.29
532429.36,528.0,1.0,1.0,2.0,1.0,2005.0,26.89,22.15
467627.7,620.0,1.0,1.0,2.0,10.0,2001.0,23.47,22.93
546714.37,986.0,1.0,1.0,1.0,7.0,1996.0,26.23,19.23
509377.92,913.0,1.0,1.0,1.0,5.0,2000.0,27.67,23.46
524779.26,520.0,1.0,1.0,1.0,9.0,1988.0,25.63,19.22
635704.93,683.0,1.0,2.0,2.0,10.0,2001.0,26.37,23.18
535776.79,789.0,1.0,1.0,1.0,9.0,2000.0,29.28,17.86
463606.06,490.0,1.0,1.0,3.0,1.0,1973.0,30.78,25.25
515583.26,864.0,1.0,1.0,3.0,1.0,1988.0,31.46,24.86
467998.69,951.0,1.0,1.0,2.0,1.0,2003.0,32.44,19.85
542255.85,753.0,1.0,2.0,2.0,9.0,1997.0,29.35,27.68
615791.66,911.0,1.0,2.0,4.0,2.0,1972.0,30.61,23.99
551221.01,646.0,1.0,1.0,4.0,2.0,1987.0,26.57,17.15
495362.53,784.0,1.0,1.0,1.0,9.0,1988.0,23.76,27.54
509131.01,582.0,1.0,1.0,2.0,10.0,2004.0,27.22,24.96
606879.87,480.0,1.0,1.0,3.0,1.0,1994.0,22.84,21.35
539182.83,505.0,1.0,2.0,1.0,1.0,1994.0,28.82,23.68
488331.82,597.0,1.0,2.0,3.0,1.0,2009.0,22.1,22.39
572985.39,606.0,1.0,2.0,2.0,1.0,1972.0,20.52,16.31
