manufacturer_name,transmission,color,odometer_value,year_produced,engine_type,engine_capacity,body_type,drivetrain,price_usd
Ford,mechanical,white,58000,2015,gasoline,1.0,sedan,front,9200.0
Ford,mechanical,white,230000,2015,diesel,1.6,minivan,front,15100.0
Ford,mechanical,blue,336681,2000,gasoline,2.3,minivan,front,5300.0
Ford,mechanical,silver,181000,2012,gasoline,1.6,sedan,front,4999.0
Ford,mechanical,grey,232565,2015,diesel,2.2,minibus,front,23499.0
Ford,automatic,grey,142000,2004,gasoline,3.0,suv,all,5500.0
Ford,mechanical,silver,425000,2002,diesel,1.9,minivan,front,4999.0
Ford,mechanical,white,78000,2016,gasoline,1.6,universal,front,9500.0
Ford,automatic,black,220561,2004,gasoline,2.0,sedan,front,3999.0
Ford,automatic,silver,23000,2018,gasoline,1.6,sedan,front,16508.82
Ford,mechanical,silver,138923,2009,diesel,1.4,hatchback,front,5700.0
Ford,mechanical,white,166261,2011,gasoline,1.6,sedan,front,6999.0
Ford,mechanical,blue,350000,1996,gasoline,1.8,universal,front,1100.0
Ford,mechanical,white,134000,2009,gasoline,1.2,hatchback,front,4500.0
Ford,mechanical,other,265000,1995,gasoline,2.5,sedan,front,1600.0
Ford,automatic,blue,140000,2007,gasoline,1.4,hatchback,front,4300.0
Ford,mechanical,black,360493,2006,gasoline,2.0,hatchback,front,2800.0
Ford,automatic,blue,170000,2004,diesel,6.0,pickup,all,17800.0
Ford,mechanical,other,248000,2002,gasoline,1.6,hatchback,front,3300.0
Ford,mechanical,silver,374000,1998,gasoline,2.3,minivan,front,3300.0
Ford,automatic,silver,280000,2000,gasoline,2.0,hatchback,front,3200.0
Ford,mechanical,white,30000,1993,diesel,2.5,van,rear,1650.0
Ford,automatic,other,120000,2013,gasoline,1.5,sedan,front,10699.0
Ford,mechanical,white,659000,1998,diesel,2.5,minibus,front,2800.0
Ford,mechanical,blue,300000,1996,diesel,1.9,minivan,front,4000.0
Ford,mechanical,black,210000,2008,gasoline,2.0,sedan,front,7100.0
Ford,mechanical,blue,194000,2005,diesel,1.6,universal,front,4000.0
Ford,mechanical,white,383000,2012,diesel,2.2,minibus,rear,12093.33
Ford,automatic,blue,200500,1997,gasoline,4.0,suv,all,4100.0
Ford,mechanical,silver,263000,1991,diesel,2.5,minibus,rear,3950.0
Ford,mechanical,black,192000,2008,diesel,2.0,suv,all,11000.0
Ford,mechanical,black,400000,1998,diesel,1.8,hatchback,front,1800.0
Ford,automatic,black,203000,2008,gasoline,1.4,hatchback,front,4500.0
Ford,automatic,silver,118000,2014,gasoline,1.5,sedan,front,10950.0
Ford,automatic,grey,80000,2013,gasoline,1.6,hatchback,front,8500.0
Ford,mechanical,silver,368000,1998,gasoline,1.8,universal,front,1750.0
Ford,mechanical,black,137542,2001,gasoline,2.0,sedan,front,1800.0
Ford,mechanical,white,81492,2015,diesel,1.5,minivan,front,13900.0
Ford,mechanical,silver,310000,2002,diesel,1.4,hatchback,front,3350.0
Ford,automatic,black,276000,2005,diesel,2.0,sedan,front,3950.0
Ford,mechanical,silver,170000,2003,gasoline,1.6,hatchback,front,4500.0
Ford,automatic,black,241000,2004,gasoline,2.5,sedan,front,5000.0
Ford,mechanical,blue,385000,1996,gasoline,2.0,minibus,rear,2150.0
Ford,mechanical,other,132000,2014,diesel,2.0,minivan,front,17900.0
Ford,mechanical,silver,247000,2008,diesel,1.8,hatchback,front,6100.0
Ford,mechanical,violet,257000,1995,gasoline,2.0,sedan,rear,1250.0
Ford,mechanical,white,90279,2015,gasoline,1.6,sedan,front,9800.0
Ford,mechanical,silver,243000,2011,diesel,1.8,van,front,4900.0
Ford,automatic,black,260000,2005,gasoline,4.6,suv,all,10700.0
Ford,mechanical,silver,360000,2002,diesel,2.0,sedan,front,3400.0
Ford,mechanical,white,443850,2009,gasoline,2.3,van,rear,11800.0
Ford,mechanical,red,495000,2001,diesel,2.0,minibus,front,3200.0
Ford,automatic,other,321869,1991,gasoline,4.9,minibus,rear,3100.0
Ford,mechanical,silver,190000,2006,gasoline,2.0,minivan,front,6300.0
Ford,mechanical,white,300000,1998,gasoline,1.8,universal,front,2000.0
Ford,mechanical,white,241000,2011,gasoline,1.6,universal,front,5400.0
Ford,mechanical,silver,188000,1996,gasoline,1.6,sedan,front,1100.0
Ford,mechanical,black,345007,2003,diesel,2.0,universal,front,3200.0
Ford,mechanical,green,267000,2004,gasoline,1.8,minivan,front,4700.0
Ford,automatic,red,223699,1999,gasoline,2.0,sedan,front,1499.0
Ford,mechanical,blue,300000,1995,diesel,2.5,van,rear,3350.0
Ford,mechanical,blue,400000,1994,diesel,2.5,van,rear,3000.0
Ford,mechanical,grey,214000,2005,diesel,2.0,sedan,front,4600.0
Ford,mechanical,other,230000,2006,gasoline,1.6,hatchback,front,4000.0
Ford,automatic,other,178324,2005,gasoline,1.4,hatchback,front,3746.56
Ford,mechanical,blue,294200,2003,diesel,1.6,minivan,front,5216.72
Ford,mechanical,silver,174000,2009,diesel,1.8,minivan,front,9900.0
Ford,mechanical,red,500000,1998,gasoline,2.3,minivan,front,4500.0
Ford,mechanical,black,303300,2013,diesel,2.2,van,front,14000.0
Ford,mechanical,green,210000,2000,gasoline,1.6,universal,front,2200.0
Ford,mechanical,red,105000,2009,gasoline,1.4,hatchback,front,5500.0
Ford,mechanical,white,600000,1998,gasoline,2.0,minibus,rear,2800.0
Ford,automatic,red,150000,2008,gasoline,2.0,hatchback,front,6800.0
Ford,mechanical,white,200000,2014,diesel,2.2,minibus,front,18300.0
Ford,mechanical,other,338000,2006,gasoline,1.8,sedan,front,5400.0
Ford,mechanical,white,333333,1996,gasoline,2.0,universal,front,1100.0
Ford,mechanical,green,360000,1993,diesel,2.5,minibus,rear,1550.0
Ford,automatic,black,65125,2012,gasoline,3.5,pickup,all,22000.0
Ford,automatic,white,250000,2000,gasoline,2.0,universal,front,1800.0
Ford,mechanical,silver,300000,2004,gasoline,2.5,universal,front,5200.0
Ford,mechanical,grey,235091,2009,diesel,1.8,universal,front,8000.0
Ford,mechanical,white,350000,1999,gasoline,2.3,minivan,front,2600.0
Ford,mechanical,black,160000,2012,gasoline,1.6,sedan,front,8400.0
Ford,mechanical,black,222222,2006,diesel,2.0,universal,front,4950.0
Ford,mechanical,silver,147000,2009,gasoline,2.0,sedan,front,5950.0
Ford,automatic,silver,275000,2002,gasoline,2.0,sedan,front,3350.0
Ford,mechanical,blue,240000,2007,gasoline,3.0,universal,front,5928.1
Ford,mechanical,white,127000,2015,diesel,1.6,minivan,front,13300.0
Ford,automatic,black,67500,2015,gasoline,1.5,sedan,front,12599.0
Ford,mechanical,white,250000,1999,diesel,2.5,minibus,rear,2800.0
Ford,mechanical,yellow,300000,1991,diesel,2.5,van,front,1600.0
Ford,mechanical,blue,244122,2011,diesel,1.6,minivan,front,8963.29
Ford,automatic,grey,180000,2016,gasoline,1.6,suv,all,13900.0
Ford,automatic,silver,40000,2016,gasoline,1.5,suv,all,15350.0
Ford,automatic,white,63000,2013,gasoline,1.6,suv,all,14699.0
Ford,automatic,blue,119000,2012,gasoline,2.3,universal,front,8500.0
Ford,mechanical,blue,311000,2004,diesel,2.0,sedan,front,3200.0
Ford,mechanical,grey,260000,2008,diesel,1.6,hatchback,front,6500.0
Ford,mechanical,brown,297000,1998,gasoline,2.0,sedan,front,1600.0
Ford,mechanical,silver,350000,1996,diesel,1.9,minivan,front,4050.0
Ford,automatic,green,400513,1994,gasoline,3.0,sedan,front,1200.0
Ford,automatic,white,27000,2016,gasoline,1.0,sedan,front,9900.0
Ford,mechanical,other,120000,2015,diesel,1.5,universal,front,13750.0
Ford,automatic,other,29000,2016,gasoline,1.5,suv,all,14950.0
Ford,automatic,black,240000,2009,gasoline,1.6,hatchback,front,5100.0
Ford,mechanical,other,175100,2004,gasoline,1.8,minivan,front,3998.0
Ford,mechanical,green,350000,1993,gasoline,1.6,hatchback,front,1100.0
Ford,automatic,brown,120000,2012,gasoline,2.0,suv,front,18500.0
Ford,mechanical,white,240000,1998,gasoline,2.0,minibus,rear,1350.0
Ford,mechanical,blue,245090,2006,gasoline,1.6,minivan,front,4102.25
Ford,automatic,blue,148060,2008,gasoline,3.5,suv,all,7500.0
Ford,mechanical,silver,295000,2001,gasoline,1.8,universal,all,3550.0
Ford,mechanical,grey,330000,1996,gasoline,2.0,coupe,front,1500.0
Ford,automatic,grey,71000,2015,gasoline,2.0,suv,all,17900.0
Ford,mechanical,white,400000,1995,diesel,2.5,minibus,rear,1800.0
Ford,mechanical,blue,245000,1998,gasoline,2.0,coupe,front,2950.0
Ford,automatic,black,78000,2014,gasoline,1.6,suv,front,13700.0
Ford,mechanical,white,370000,2002,diesel,2.0,minibus,front,8400.0
Ford,mechanical,red,270000,1991,diesel,2.5,minibus,rear,4500.0
Ford,mechanical,silver,147000,2008,gasoline,1.3,hatchback,front,4300.0
Ford,mechanical,silver,220000,2005,gasoline,2.0,sedan,front,4200.0
Ford,mechanical,other,268179,1986,gasoline,2.0,hatchback,rear,1300.0
Ford,automatic,black,659831,2001,gasoline,3.0,suv,all,3000.0
Ford,mechanical,blue,204000,2008,gasoline,1.4,hatchback,front,5000.0
Ford,mechanical,black,270000,2007,diesel,1.8,hatchback,front,5000.0
Ford,automatic,grey,118540,2013,gasoline,1.6,universal,front,12999.0
Ford,automatic,other,250000,2006,diesel,6.0,pickup,all,11900.0
Ford,mechanical,silver,290000,2002,diesel,2.0,universal,front,3500.0
Ford,mechanical,silver,289000,2002,diesel,2.0,universal,front,3250.0
Ford,mechanical,grey,197000,2010,gasoline,1.6,sedan,front,7700.0
Ford,mechanical,silver,312000,2002,diesel,1.8,hatchback,front,1570.0
Ford,mechanical,red,350000,1997,gasoline,1.6,universal,front,1100.0
Ford,automatic,green,99000,2014,gasoline,1.5,sedan,front,11000.0
Ford,mechanical,silver,91348,2012,gasoline,2.0,sedan,front,9700.0
Ford,mechanical,silver,280000,1999,gasoline,2.3,minivan,front,3500.0
Ford,automatic,black,190000,2001,gasoline,2.0,sedan,front,1200.0
Ford,mechanical,black,350000,2005,diesel,1.6,universal,front,6000.0
Ford,mechanical,black,202000,2007,gasoline,2.0,sedan,front,7000.0
Ford,mechanical,black,400100,2002,diesel,2.0,minibus,front,7500.0
Ford,automatic,black,98000,2013,gasoline,1.6,suv,all,13400.0
Ford,automatic,white,104000,2014,gasoline,1.6,suv,front,17000.0
Ford,mechanical,green,185000,1997,gasoline,4.0,suv,all,4200.0
Ford,mechanical,other,87000,2014,gasoline,1.6,sedan,front,9300.0
Ford,mechanical,silver,351000,2001,gasoline,2.0,sedan,front,3699.0
Ford,automatic,white,122000,2014,gasoline,3.5,suv,all,16999.0
Ford,mechanical,grey,250000,2008,gasoline,1.8,hatchback,front,6500.0
Ford,automatic,silver,83000,2013,gasoline,1.6,suv,all,10999.0
Ford,mechanical,silver,145000,2008,gasoline,2.0,sedan,front,6800.0
Ford,mechanical,blue,299000,2001,gasoline,1.8,universal,front,3300.0
Ford,mechanical,other,230000,2008,gasoline,1.6,sedan,front,5600.0
Ford,mechanical,black,350000,2005,diesel,1.6,universal,front,3550.0
Ford,mechanical,white,320000,1993,diesel,2.5,minibus,rear,3000.0
Ford,mechanical,blue,206000,2006,gasoline,1.6,sedan,front,4200.0
Ford,mechanical,grey,275000,2008,diesel,1.8,minivan,front,9300.0
Ford,mechanical,violet,396000,1997,gasoline,2.3,minivan,front,3200.0
Ford,mechanical,violet,268000,2000,diesel,1.9,universal,front,4800.0
Ford,mechanical,silver,273000,1999,gasoline,2.5,coupe,front,2200.0
Ford,mechanical,silver,158346,2013,gasoline,1.6,sedan,front,7950.0
Ford,automatic,brown,154000,2011,gasoline,2.0,sedan,front,9800.0
Ford,mechanical,black,143111,2015,diesel,1.5,minivan,front,9000.0
Ford,mechanical,silver,230000,2005,gasoline,1.8,universal,front,4500.0
Ford,automatic,black,88000,2014,gasoline,1.5,sedan,front,12800.0
Ford,mechanical,silver,300000,1998,gasoline,1.8,universal,front,1600.0
Ford,mechanical,other,285000,2007,diesel,1.8,hatchback,front,7800.0
Ford,automatic,silver,280000,2003,gasoline,4.0,suv,all,5300.0
Ford,mechanical,white,500000,1996,diesel,2.5,van,rear,3500.0
Ford,mechanical,silver,278000,2002,diesel,1.8,universal,front,3200.0
Ford,mechanical,grey,180000,2015,diesel,1.5,universal,front,12599.0
Ford,automatic,red,330000,2009,gasoline,4.0,pickup,all,14699.0
Ford,mechanical,silver,142000,2009,diesel,1.6,universal,front,6900.0
Ford,mechanical,silver,380000,1999,gasoline,2.3,minivan,front,3319.74
Ford,automatic,blue,198250,2008,diesel,2.0,universal,front,7300.0
Ford,mechanical,silver,508000,1995,gasoline,2.0,minivan,front,3200.0
Ford,mechanical,black,405000,1998,gasoline,2.0,universal,front,2500.0
Ford,mechanical,white,500000,1998,diesel,2.5,van,rear,1999.0
Ford,automatic,silver,40234,2016,gasoline,2.3,suv,front,25800.0
Ford,mechanical,black,205000,2012,gasoline,1.6,sedan,front,7587.97
Ford,mechanical,grey,31000,2017,gasoline,2.0,suv,all,12709.85
Ford,automatic,grey,187000,2012,gasoline,1.6,suv,all,12000.0
Ford,mechanical,red,90000,2017,gasoline,1.2,hatchback,front,9000.0
Ford,automatic,blue,150000,2008,gasoline,2.0,sedan,front,5800.0
Ford,mechanical,yellow,200000,2000,diesel,2.5,minibus,rear,2703.22
Ford,mechanical,green,502341,1995,gasoline,2.0,sedan,rear,1500.0
Ford,automatic,black,158000,2011,gasoline,2.3,sedan,front,8900.0
Ford,mechanical,white,340000,1998,gasoline,2.0,sedan,front,2000.0
Ford,mechanical,white,230000,2002,diesel,1.8,universal,front,3300.0
Ford,mechanical,white,35000,1996,diesel,2.5,minibus,rear,2750.0
Ford,mechanical,silver,235000,2015,diesel,2.2,minibus,front,21000.0
Ford,automatic,blue,316023,1997,gasoline,2.0,universal,front,1650.0
Ford,mechanical,red,360000,2004,diesel,1.8,hatchback,front,3700.0
Ford,mechanical,red,111111,1994,gasoline,2.5,coupe,front,1500.0
Ford,mechanical,other,175000,1985,gasoline,2.9,hatchback,all,2500.0
Ford,mechanical,blue,561345,1995,gasoline,2.0,universal,all,1800.0
Ford,mechanical,blue,300000,1999,diesel,2.5,minibus,rear,2000.0
Ford,mechanical,blue,350000,2001,diesel,2.0,hatchback,front,3150.0
Ford,mechanical,silver,195000,2008,gasoline,1.8,minivan,front,6200.0
Ford,mechanical,black,400000,2003,diesel,2.0,universal,front,3800.0
Ford,automatic,grey,268000,2008,diesel,2.0,sedan,front,9000.0
Ford,mechanical,blue,414000,1999,diesel,1.9,minivan,rear,4200.0
Ford,mechanical,black,250000,2008,diesel,1.8,hatchback,front,5650.0
Ford,automatic,brown,195000,2012,diesel,2.0,sedan,front,9199.0
Ford,mechanical,white,200000,1998,diesel,1.8,universal,front,1200.0
Ford,automatic,other,415211,1992,gasoline,4.6,sedan,rear,3950.0
Ford,mechanical,white,400000,2007,diesel,2.2,van,front,4999.0
Ford,automatic,brown,115000,2012,gasoline,2.0,suv,all,13900.0
Ford,mechanical,black,250000,2004,diesel,1.4,minivan,front,2400.0
Ford,mechanical,grey,93000,2007,gasoline,1.6,hatchback,front,4800.0
Ford,mechanical,silver,380000,2001,gasoline,1.8,hatchback,front,3400.0
Ford,mechanical,green,260000,1998,diesel,1.8,universal,front,2250.0
Ford,mechanical,white,560000,1992,diesel,2.5,minibus,rear,1500.0
Ford,mechanical,other,230000,2006,diesel,1.6,universal,front,4600.0
Ford,mechanical,blue,300000,1998,gasoline,2.0,minivan,front,2650.0
Ford,mechanical,blue,300000,1994,gasoline,2.0,universal,front,1200.0
Ford,mechanical,silver,300000,1996,gasoline,1.6,universal,front,1100.0
Ford,mechanical,red,220000,2008,gasoline,1.4,hatchback,front,4800.0
Ford,mechanical,white,251526,2004,diesel,2.0,minibus,front,4700.0
Ford,mechanical,white,130000,1991,diesel,2.5,minibus,rear,2400.0
Ford,mechanical,green,420000,1998,gasoline,1.8,sedan,front,1100.0
Ford,mechanical,blue,115000,2015,diesel,1.5,universal,front,11600.0
Ford,mechanical,blue,300000,1997,diesel,2.5,van,rear,3000.0
Ford,mechanical,black,210000,2009,gasoline,2.0,minivan,front,12500.0
Ford,mechanical,silver,213000,2008,gasoline,2.0,sedan,front,8200.0
Ford,mechanical,silver,270000,1999,gasoline,2.3,minivan,front,3556.86
Ford,mechanical,grey,250000,1995,gasoline,1.6,hatchback,front,1300.0
Ford,automatic,white,130400,2007,gasoline,2.3,suv,front,7350.0
Ford,mechanical,other,250000,1993,gasoline,1.8,hatchback,front,1500.0
Ford,mechanical,black,200700,2007,diesel,1.8,hatchback,front,7000.0
Ford,automatic,yellow,300000,1998,gasoline,5.4,van,rear,3319.74
Ford,mechanical,black,165000,2011,gasoline,1.6,hatchback,front,6200.0
Ford,mechanical,green,317000,2000,diesel,1.8,universal,front,1600.0
Ford,mechanical,other,450000,1995,diesel,1.8,universal,front,1350.0
Ford,mechanical,white,33000,1996,diesel,2.5,minibus,rear,2513.52
Ford,mechanical,silver,272500,2011,gasoline,2.0,sedan,front,8699.0
Ford,mechanical,silver,276000,2004,diesel,1.9,minivan,front,6500.0
Ford,mechanical,other,75000,2011,gasoline,1.4,hatchback,front,7200.0
Ford,automatic,silver,260000,2004,diesel,2.0,universal,front,4100.0
Ford,mechanical,red,269536,1997,gasoline,2.3,minivan,front,3500.0
Ford,mechanical,silver,295000,2001,gasoline,1.8,liftback,front,3200.0
Ford,automatic,white,56327,2006,gasoline,4.0,cabriolet,rear,14000.0
Ford,mechanical,red,360000,2001,diesel,2.4,minibus,rear,6900.0
Ford,mechanical,black,308000,2001,diesel,2.0,universal,front,3300.0
Ford,mechanical,white,285251,1997,diesel,2.5,minibus,rear,1500.0
Ford,mechanical,red,57000,2017,gasoline,1.3,hatchback,front,9250.0
Ford,mechanical,silver,240000,2003,diesel,2.0,universal,front,2800.0
Ford,automatic,black,47300,2018,gasoline,2.0,sedan,front,19500.0
Ford,mechanical,silver,347000,2000,gasoline,1.8,hatchback,front,1800.0
Ford,automatic,black,134000,2014,gasoline,1.6,hatchback,front,9200.0
Ford,mechanical,black,148000,2001,gasoline,1.3,hatchback,front,1550.0
Ford,automatic,blue,280000,1997,gasoline,3.0,minivan,rear,3900.0
Ford,automatic,silver,278000,2005,gasoline,2.0,sedan,front,2500.0
Ford,mechanical,green,241402,1986,gasoline,1.9,universal,front,1600.0
Ford,mechanical,silver,329000,2003,diesel,2.0,universal,front,4300.0
Ford,mechanical,silver,321563,2002,diesel,1.8,universal,front,3200.0
Ford,mechanical,red,300000,1998,diesel,2.5,van,rear,1800.0
Ford,automatic,white,133000,2013,gasoline,1.6,suv,front,13800.0
Ford,automatic,black,93123,2015,gasoline,1.5,sedan,front,12700.0
Ford,mechanical,white,183000,2013,gasoline,1.6,universal,front,7200.0
Ford,mechanical,silver,180000,2013,gasoline,2.0,hatchback,front,6500.0
Ford,mechanical,black,450000,2003,diesel,2.0,universal,front,2880.0
Ford,mechanical,black,236000,2010,gasoline,1.6,sedan,front,6999.0
Ford,mechanical,green,334000,2000,gasoline,1.8,hatchback,front,1999.0
Ford,automatic,white,313000,2005,diesel,2.0,universal,front,3900.0
Ford,mechanical,other,116000,2011,gasoline,1.6,hatchback,front,6800.0
Ford,mechanical,blue,580000,1997,diesel,1.8,universal,front,1470.17
Ford,mechanical,white,280000,1998,gasoline,2.0,sedan,front,1300.0
Ford,automatic,blue,287000,2005,diesel,2.0,universal,front,5000.0
Ford,mechanical,other,226000,2008,diesel,1.8,minivan,front,9650.0
Ford,mechanical,grey,280000,2007,diesel,1.8,hatchback,front,7900.0
Ford,automatic,yellow,33333,2016,gasoline,2.3,coupe,rear,33333.0
Ford,mechanical,blue,200000,1992,gasoline,2.0,minibus,rear,1707.29
Ford,automatic,blue,130000,2008,gasoline,2.3,minivan,front,9900.0
Ford,automatic,white,34000,2018,diesel,2.0,minibus,front,31000.0
Ford,automatic,grey,104000,2015,gasoline,1.5,sedan,front,11900.0
Ford,mechanical,white,450000,1996,diesel,2.5,van,rear,2600.0
Ford,mechanical,blue,260000,2002,gasoline,1.4,hatchback,front,2400.0
Ford,mechanical,other,350000,1996,diesel,1.9,minivan,front,3800.0
Ford,automatic,blue,204387,2003,gasoline,3.8,cabriolet,rear,7000.0
Ford,mechanical,other,500000,1998,diesel,1.8,universal,front,2019.0
Ford,mechanical,silver,250000,1998,gasoline,2.5,coupe,front,1700.0
Ford,mechanical,silver,243600,2010,diesel,1.6,minivan,front,9400.0
Ford,mechanical,other,370000,2002,diesel,2.0,hatchback,front,3400.0
Ford,mechanical,other,132000,2008,gasoline,1.4,hatchback,front,5599.0
Ford,mechanical,green,250000,1999,diesel,1.8,hatchback,front,1350.0
Ford,mechanical,silver,255000,2003,diesel,1.9,minivan,front,7300.0
Ford,mechanical,silver,407000,2013,diesel,2.2,minibus,rear,11000.0
Ford,mechanical,violet,300000,1999,gasoline,2.0,hatchback,front,2250.0
Ford,automatic,red,61000,2015,gasoline,1.5,sedan,front,12500.0
Ford,mechanical,white,574000,1996,diesel,2.5,minibus,rear,2500.0
Ford,mechanical,grey,151000,2009,gasoline,2.0,hatchback,front,7899.0
Ford,mechanical,grey,338000,2008,diesel,1.8,minivan,front,5899.0
Ford,automatic,black,145850,2012,gasoline,2.3,minivan,front,13599.0
Ford,automatic,silver,82200,2013,gasoline,1.6,suv,all,15750.0
Ford,automatic,red,23000,2017,gasoline,1.0,sedan,front,12599.0
Ford,mechanical,white,120000,2011,gasoline,1.6,minivan,front,10450.0
Ford,mechanical,silver,151600,2015,diesel,1.5,universal,front,10299.0
Ford,mechanical,white,53865,2016,gasoline,2.0,hatchback,front,16949.0
Ford,automatic,blue,40234,2017,gasoline,1.5,suv,front,9500.0
Ford,mechanical,silver,320000,2000,diesel,1.8,universal,front,2200.0
Ford,mechanical,red,330000,1997,gasoline,2.0,universal,front,1250.0
Ford,mechanical,grey,330000,1998,diesel,1.8,universal,front,1950.0
Ford,mechanical,blue,430000,2001,diesel,2.0,universal,front,2800.0
Ford,mechanical,blue,280000,2002,diesel,1.8,universal,front,3700.0
Ford,mechanical,blue,117000,2009,gasoline,1.2,hatchback,front,4200.0
Ford,mechanical,blue,94161,2011,gasoline,1.6,sedan,front,7750.0
Ford,mechanical,silver,130900,2013,diesel,2.2,minibus,front,19450.0
Ford,mechanical,brown,27300,2017,gasoline,1.6,suv,front,14699.0
Ford,mechanical,yellow,357274,2002,gasoline,2.0,hatchback,front,3199.0
Ford,mechanical,blue,211500,2004,gasoline,1.6,hatchback,front,3599.0
Ford,mechanical,silver,218500,2008,gasoline,1.8,sedan,front,5799.0
Ford,mechanical,red,423000,1997,gasoline,2.0,sedan,front,1600.0
Ford,mechanical,silver,260000,2005,diesel,1.6,universal,front,3800.0
Ford,automatic,black,300000,2005,gasoline,2.5,sedan,front,3999.0
Ford,automatic,violet,400000,1995,gasoline,3.8,minivan,front,2700.0
Ford,automatic,white,128000,2011,gasoline,1.6,hatchback,front,8000.0
Ford,mechanical,black,112000,2009,gasoline,1.6,sedan,front,8500.0
Ford,mechanical,silver,81000,2012,gasoline,1.6,hatchback,front,7100.0
Ford,mechanical,silver,350000,1997,diesel,1.8,universal,front,1350.0
Ford,mechanical,green,262000,1993,gasoline,1.6,hatchback,front,2500.0
Ford,mechanical,silver,400000,2002,diesel,2.0,universal,front,3850.0
Ford,automatic,blue,72000,2015,gasoline,2.0,sedan,front,15500.0
Ford,automatic,grey,133000,2014,gasoline,2.5,suv,front,14500.0
Ford,automatic,black,59000,2018,gasoline,2.3,cabriolet,rear,37000.0
Ford,mechanical,silver,300000,1997,gasoline,1.8,hatchback,front,1500.0
Ford,mechanical,silver,320000,2002,diesel,1.8,universal,front,2999.0
Ford,automatic,green,70000,2009,diesel,6.4,pickup,all,18999.0
Ford,automatic,black,98905,2014,gasoline,1.5,sedan,front,10799.0
Ford,mechanical,black,50869,2014,gasoline,1.0,sedan,front,8020.0
Ford,automatic,grey,63500,2016,gasoline,1.5,suv,front,17499.0
Ford,automatic,green,439000,2006,gasoline,2.3,suv,all,5499.0
Ford,mechanical,black,350000,2007,diesel,1.8,universal,front,4950.0
Ford,automatic,blue,63000,2014,gasoline,1.6,sedan,front,9499.0
Ford,automatic,red,157000,1999,gasoline,2.0,sedan,front,2650.0
Ford,mechanical,violet,370000,1996,gasoline,1.8,universal,front,1200.0
Ford,automatic,black,263000,2001,gasoline,5.4,suv,all,5600.0
Ford,mechanical,other,123456,1987,gasoline,2.0,sedan,rear,1100.0
Ford,mechanical,white,220000,1992,diesel,2.5,minibus,rear,1600.0
Ford,automatic,black,347206,2007,gasoline,3.0,suv,front,8800.0
Ford,mechanical,silver,271000,2006,gasoline,1.6,universal,front,4999.0
Ford,mechanical,blue,295000,2007,diesel,2.2,minibus,front,8900.0
Ford,mechanical,blue,160000,2010,diesel,2.2,minibus,rear,15300.0
Ford,mechanical,green,431976,1997,diesel,1.8,universal,front,1300.0
Ford,automatic,silver,300000,1996,gasoline,2.0,minivan,all,1422.74
Ford,mechanical,blue,200000,1996,gasoline,1.6,universal,front,1200.0
Ford,mechanical,blue,350000,1994,diesel,1.8,universal,front,1500.0
Ford,mechanical,white,347000,2004,diesel,2.0,minibus,front,6100.0
Ford,mechanical,white,333000,1990,diesel,2.5,van,rear,2650.0
Ford,automatic,black,164000,2001,gasoline,2.0,sedan,front,3200.0
Ford,mechanical,silver,300000,2001,diesel,2.0,minibus,front,4700.0
Ford,mechanical,green,191000,2006,gasoline,2.0,minivan,front,7650.0
Ford,mechanical,black,160000,2012,gasoline,1.6,sedan,front,6500.0
Ford,mechanical,green,350000,1998,gasoline,1.6,universal,front,1500.0
Ford,mechanical,blue,400000,2000,diesel,1.9,minivan,front,4950.0
Ford,mechanical,blue,343000,2000,gasoline,2.0,hatchback,front,3450.0
Ford,mechanical,blue,147000,2008,gasoline,1.6,sedan,front,5700.0
Ford,automatic,grey,204500,2007,gasoline,2.0,minivan,front,6200.0
Ford,mechanical,white,180000,2015,diesel,1.6,minivan,front,13700.0
Ford,automatic,other,346009,2005,gasoline,2.3,suv,front,5000.0
Ford,mechanical,violet,245000,1997,gasoline,1.6,universal,front,1200.0
Ford,mechanical,silver,222320,1998,gasoline,1.7,coupe,front,2000.0
Ford,mechanical,blue,335000,2000,diesel,1.9,minivan,front,5950.0
Ford,mechanical,blue,265000,1996,gasoline,2.0,universal,all,1350.0
Ford,automatic,grey,300000,2003,gasoline,2.3,minivan,front,5500.0
Ford,mechanical,black,300000,2003,gasoline,1.8,minivan,front,4850.0
Ford,mechanical,red,400000,1991,diesel,2.5,van,rear,3150.0
Ford,mechanical,white,248000,2003,diesel,2.0,minibus,front,7300.0
Ford,automatic,grey,138404,2014,gasoline,1.5,sedan,front,11200.0
Ford,automatic,black,300000,1992,gasoline,4.0,suv,all,2700.0
Ford,mechanical,blue,290000,1994,gasoline,1.6,sedan,front,1700.0
Ford,mechanical,silver,119000,2014,gasoline,1.6,sedan,front,8000.0
Ford,automatic,black,127000,2013,gasoline,1.6,sedan,front,9300.0
Ford,automatic,white,128000,2013,gasoline,1.6,universal,all,13800.0
Ford,mechanical,white,123456,1995,diesel,2.5,minibus,rear,2400.0
Ford,automatic,black,87000,2012,gasoline,1.6,suv,all,12500.0
Ford,mechanical,violet,398756,1995,diesel,1.8,universal,front,1300.0
Ford,mechanical,silver,362000,1999,diesel,1.8,universal,front,1754.72
Ford,mechanical,silver,233000,2008,diesel,2.0,hatchback,front,8000.0
Ford,automatic,white,56000,2016,gasoline,2.0,sedan,front,18000.0
Ford,mechanical,white,125000,1992,diesel,2.5,van,rear,3800.0
Ford,automatic,grey,96561,2016,gasoline,1.0,sedan,front,10500.0
